item_id,timestamp,device_type,device_id,user_ip,review_title,review_text,review_stars
851i,2019-12-12 08:11:22,device11,11d,192.1.109.171,review2,great,5
240i,2020-01-01 14:46:28,device6,6d,192.175.221.15,review2,awful,Review does not exist!
554i,2020-01-10 11:48:15,device2,2d,131.209.230.56,review2,awesome,Review does not exist!
765i,2019-11-23 12:14:51,device10,10d,101.56.55.129,review3,bad,2
1292i,2020-02-10 00:34:39,device8,8d,203.12.109.202,review2,super,Review does not exist!
151i,2020-06-06 11:53:58,device18,18d,203.5.78.11,review3,awesome,Review does not exist!
171i,2020-02-22 05:24:37,device14,14d,203.2.246.195,,,Review does not exist!
30i,2020-03-11 21:12:08,device13,13d,192.21.157.213,review8,very bad,1
1226i,2019-12-07 03:58:48,device7,7d,192.52.184.215,review4,super,Review does not exist!
1043i,2019-12-31 20:06:58,device15,15d,192.92.213.53,review9,super,Review does not exist!
340i,2019-12-16 06:03:35,device7,7d,192.48.95.31,review6,good,3
1078i,2020-01-04 23:44:40,device9,9d,192.89.176.88,review3,great,5
500i,2019-12-05 10:08:36,device4,4d,124.209.76.135,review9,very good,4
1020i,2020-04-10 13:27:35,device5,5d,198.98.237.111,review1,awesome,Review does not exist!
508i,2019-11-29 08:29:23,device12,12d,192.55.80.37,,awesome,Review does not exist!
719i,2020-01-08 04:57:44,device13,13d,198.85.6.198,review5,bad,2
394i,2020-05-13 13:43:06,device10,10d,203.2.18.46,review2,awful,Review does not exist!
1136i,2020-03-07 01:42:18,device4,4d,192.0.5.229,review1,very good,4
783i,2020-05-29 00:56:14,device6,6d,198.48.148.160,review3,super,Review does not exist!
1114i,2020-01-29 00:44:31,device15,15d,192.188.124.121,,very good,4
807i,2020-01-16 03:53:12,device9,9d,192.31.197.93,review8,super,Review does not exist!
943i,2020-02-27 03:12:46,device10,10d,198.47.132.198,review8,super,Review does not exist!
1285i,2020-04-24 06:10:17,device1,1d,192.0.176.80,review3,very good,4
323i,2019-12-28 16:25:57,device5,5d,198.51.99.60,review1,awful,Review does not exist!
978i,2020-03-21 01:59:42,device18,18d,192.0.22.48,review3,very bad,1
176i,2019-12-05 14:19:52,device7,7d,169.236.213.135,review7,very good,4
1223i,2020-06-05 15:44:42,device2,2d,198.51.97.126,review1,very bad,1
931i,2019-12-15 14:10:52,device15,15d,192.31.198.207,review3,great,5
111i,2020-02-16 15:05:43,device1,1d,192.35.81.4,review5,good,3
156i,2020-05-03 15:23:11,device1,1d,192.31.199.250,review8,great,5
971i,2019-11-23 17:11:50,device18,18d,87.138.55.217,review6,,Review does not exist!
1196i,2019-12-23 19:15:26,device9,9d,192.52.4.165,review3,great,5
744i,2019-12-23 19:07:04,device1,1d,12.44.248.33,,,Review does not exist!
1119i,2020-04-30 07:15:40,device3,3d,198.51.75.66,review1,awful,Review does not exist!
495i,2020-05-06 03:27:53,device12,12d,192.17.65.193,review1,,Review does not exist!
898i,2019-11-14 16:50:32,device1,1d,115.7.228.147,review3,good,3
1113i,2020-02-13 13:42:09,device12,12d,192.50.230.10,review7,awful,Review does not exist!
124i,2020-02-05 21:54:23,device17,17d,192.175.49.248,review9,great,5
878i,2019-12-09 20:44:09,device11,11d,192.0.16.2,review9,,Review does not exist!
450i,2020-01-25 11:38:40,device3,3d,192.0.101.58,review3,great,5
69i,2020-02-27 00:44:59,device2,2d,192.43.60.187,,very good,4
42i,2020-03-06 14:28:58,device18,18d,192.31.178.18,review2,,Review does not exist!
1270i,2020-02-22 08:25:00,device19,19d,198.51.80.106,review9,,Review does not exist!
787i,2019-12-14 12:07:14,device10,10d,168.136.81.174,,,Review does not exist!
1055i,2020-04-10 09:21:22,device10,10d,203.101.60.194,review6,awesome,Review does not exist!
1065i,2019-12-03 15:37:45,device10,10d,192.88.131.229,review2,good,3
1196i,2020-02-25 06:40:24,device2,2d,192.52.203.18,review10,very bad,1
56i,2020-01-16 06:20:46,device17,17d,192.52.192.249,review4,great,5
49i,2020-01-15 02:52:33,device9,9d,165.234.60.237,review3,,Review does not exist!
272i,2020-02-16 11:59:49,device3,3d,198.51.44.14,review10,super,Review does not exist!
142i,2020-06-06 17:42:48,device19,19d,169.194.145.60,review9,super,Review does not exist!
546i,2020-05-07 13:01:42,device19,19d,199.173.197.233,review5,very bad,1
1101i,2020-01-19 21:39:39,device3,3d,192.175.50.93,review7,bad,2
655i,2020-04-05 22:21:56,device3,3d,192.91.113.169,review2,super,Review does not exist!
1110i,2020-06-05 01:03:02,device18,18d,192.174.204.3,review4,great,5
627i,2019-12-07 08:29:29,device17,17d,169.117.94.104,review3,awful,Review does not exist!
819i,2020-02-22 19:59:40,device17,17d,192.252.226.9,review10,good,3
586i,2020-05-21 16:04:34,device17,17d,192.0.97.57,review10,,Review does not exist!
641i,2019-11-27 01:52:49,device11,11d,198.23.203.133,,great,5
953i,2020-04-17 17:01:41,device14,14d,192.55.31.15,review4,very bad,1
388i,2020-02-20 00:10:51,device2,2d,198.12.74.179,review8,very bad,1
352i,2020-05-09 08:29:11,device15,15d,10.82.47.205,review9,bad,2
794i,2020-01-10 08:18:40,device18,18d,203.26.46.208,review2,super,Review does not exist!
1186i,2020-06-05 05:53:59,device15,15d,168.132.157.156,review3,super,Review does not exist!
723i,2020-05-09 08:05:45,device7,7d,192.0.186.32,review10,good,3
892i,2020-01-17 13:59:20,device1,1d,192.52.151.80,review5,great,5
314i,2020-05-09 16:43:11,device18,18d,3.126.200.3,review6,good,3
981i,2020-03-25 18:32:34,device5,5d,169.75.127.187,review4,,Review does not exist!
1214i,2019-12-19 07:29:15,device6,6d,192.175.172.112,review7,very bad,1
456i,2020-02-12 16:40:30,device5,5d,192.175.22.116,review8,great,5
176i,2020-05-12 23:33:48,device8,8d,198.173.139.248,review9,awesome,Review does not exist!
1238i,2020-02-01 23:28:56,device13,13d,1.142.16.28,review2,great,5
1130i,2019-12-08 16:03:17,device16,16d,192.52.195.106,review4,bad,2
25i,2020-05-20 04:25:23,device17,17d,192.1.97.114,review1,awesome,Review does not exist!
129i,2020-05-31 06:04:16,device6,6d,58.166.54.198,review7,good,3
45i,2020-03-12 12:08:55,device12,12d,192.91.138.76,review9,bad,2
642i,2020-03-11 08:08:32,device6,6d,192.31.85.40,review8,,Review does not exist!
995i,2020-04-04 20:49:25,device15,15d,198.11.216.219,review9,great,5
800i,2019-12-23 07:05:15,device3,3d,192.31.28.180,review8,,Review does not exist!
640i,2019-12-20 15:28:06,device16,16d,192.52.194.102,review10,bad,2
379i,2019-11-22 14:52:12,device1,1d,192.31.219.191,review1,good,3
966i,2020-03-26 06:52:28,device3,3d,192.168.241.6,,awful,Review does not exist!
1086i,2020-06-07 13:16:21,device5,5d,192.168.164.0,review7,super,Review does not exist!
787i,2019-12-04 07:43:08,device3,3d,198.54.141.132,review3,awful,Review does not exist!
333i,2019-12-04 12:21:55,device1,1d,192.175.129.11,review7,very bad,1
523i,2020-04-30 04:59:28,device7,7d,104.165.73.35,review8,super,Review does not exist!
812i,2019-12-05 15:47:58,device14,14d,169.255.20.179,review2,super,Review does not exist!
130i,2020-01-21 00:20:13,device9,9d,101.28.67.214,review6,awesome,Review does not exist!
779i,2020-04-13 20:07:04,device6,6d,198.51.93.162,,awful,Review does not exist!
310i,2020-02-09 01:26:47,device11,11d,198.51.75.161,review7,super,Review does not exist!
930i,2020-02-12 08:42:52,device14,14d,192.31.206.94,review9,awesome,Review does not exist!
659i,2020-04-13 21:07:57,device11,11d,192.4.97.49,review7,awesome,Review does not exist!
760i,2019-11-19 00:34:12,device7,7d,169.167.148.42,review5,super,Review does not exist!
1088i,2020-03-12 22:28:32,device7,7d,193.238.130.211,review10,very bad,1
101i,2020-04-04 22:35:50,device11,11d,192.0.1.251,review5,bad,2
242i,2020-03-28 22:25:56,device6,6d,198.51.98.197,review4,good,3
639i,2019-11-23 15:38:30,device2,2d,198.51.106.199,,awesome,Review does not exist!
360i,2020-05-13 19:11:50,device2,2d,192.25.20.208,review4,awful,Review does not exist!
983i,2020-01-21 09:06:25,device16,16d,192.29.85.180,review3,awesome,Review does not exist!
597i,2019-12-31 14:32:33,device3,3d,169.31.162.150,review10,very good,4
611i,2020-03-09 00:21:33,device12,12d,203.3.166.236,review5,bad,2
1090i,2019-12-03 08:05:16,device19,19d,37.69.213.244,review5,awesome,Review does not exist!
247i,2020-02-16 13:09:59,device11,11d,132.236.222.16,review7,good,3
276i,2020-01-31 10:33:54,device6,6d,198.51.104.174,review6,super,Review does not exist!
887i,2020-02-28 13:39:53,device13,13d,192.169.127.215,review9,bad,2
1084i,2019-11-26 04:26:34,device16,16d,192.174.13.184,review3,super,Review does not exist!
162i,2020-01-23 05:34:29,device14,14d,198.51.104.241,review2,super,Review does not exist!
1043i,2020-05-19 08:41:47,device3,3d,192.88.185.64,,super,Review does not exist!
1152i,2020-03-06 04:36:03,device7,7d,164.254.79.195,review9,very bad,1
1085i,2020-05-19 22:24:48,device11,11d,169.242.21.66,review2,great,5
755i,2019-12-18 14:46:08,device4,4d,198.17.224.125,review8,,Review does not exist!
1124i,2019-11-15 06:28:26,device14,14d,192.52.250.40,review10,great,5
867i,2020-02-23 03:58:01,device1,1d,192.52.201.164,review9,great,5
963i,2020-05-15 10:59:37,device10,10d,203.20.63.121,review1,very bad,1
205i,2020-05-29 23:10:21,device6,6d,192.84.136.251,review8,awful,Review does not exist!
1039i,2020-05-07 08:27:57,device17,17d,203.6.163.102,review2,,Review does not exist!
285i,2020-03-19 19:48:15,device12,12d,198.20.201.9,review1,great,5
582i,2020-04-22 03:49:46,device18,18d,203.0.2.233,review2,awful,Review does not exist!
468i,2019-11-28 12:19:36,device15,15d,192.51.44.236,review5,awful,Review does not exist!
331i,2020-04-08 05:15:04,device11,11d,169.247.115.134,,super,Review does not exist!
1056i,2020-02-09 08:18:31,device3,3d,192.94.206.233,review6,super,Review does not exist!
603i,2020-05-31 17:46:38,device20,20d,187.133.174.52,review3,great,5
46i,2019-11-22 22:34:24,device15,15d,203.0.114.25,review6,super,Review does not exist!
1211i,2020-05-12 08:32:16,device10,10d,203.0.118.25,review7,super,Review does not exist!
1071i,2020-03-15 04:51:27,device19,19d,101.90.224.145,review6,awful,Review does not exist!
1053i,2019-11-25 01:41:21,device12,12d,78.148.169.215,,awesome,Review does not exist!
697i,2019-11-24 21:18:50,device10,10d,203.0.114.225,review6,very bad,1
1050i,2020-01-13 11:45:51,device7,7d,192.31.187.112,review2,super,Review does not exist!
1284i,2020-05-10 03:03:51,device7,7d,192.52.216.201,review4,awesome,Review does not exist!
754i,2020-04-14 21:06:58,device4,4d,203.0.114.58,review8,bad,2
604i,2019-12-31 17:49:43,device12,12d,192.31.210.127,review2,,Review does not exist!
1053i,2019-12-15 06:32:14,device18,18d,192.173.18.161,review1,very good,4
934i,2020-02-02 13:10:02,device17,17d,168.237.19.209,,very good,4
686i,2019-11-22 21:43:07,device2,2d,192.159.43.192,review7,very good,4
1051i,2020-04-09 00:26:21,device3,3d,198.46.70.49,review8,very bad,1
1286i,2019-12-20 08:33:14,device7,7d,192.184.96.139,review6,great,5
1228i,2019-12-06 00:31:32,device10,10d,198.51.103.158,review8,very good,4
536i,2020-05-05 13:04:53,device13,13d,169.251.72.116,review9,awesome,Review does not exist!
400i,2020-05-17 14:18:25,device19,19d,203.0.126.123,review4,very bad,1
92i,2020-05-06 10:09:33,device11,11d,169.168.122.27,review10,,Review does not exist!
690i,2020-06-04 02:04:14,device9,9d,192.95.176.119,review6,awful,Review does not exist!
805i,2020-05-08 11:56:42,device1,1d,33.200.155.7,review1,very good,4
210i,2019-12-03 11:41:58,device17,17d,192.52.192.27,review1,very good,4
469i,2020-02-09 08:16:45,device13,13d,192.160.97.111,review1,bad,2
167i,2020-01-31 15:53:19,device18,18d,203.1.70.178,review9,bad,2
1143i,2020-02-12 04:12:39,device9,9d,169.17.2.114,review6,awful,Review does not exist!
93i,2020-02-14 18:06:00,device2,2d,192.88.217.101,review9,very bad,1
358i,2020-02-16 12:03:02,device10,10d,192.175.27.126,review2,good,3
1061i,2020-02-19 06:08:20,device9,9d,192.175.166.37,review8,very good,4
1127i,2020-01-12 18:56:05,device11,11d,203.0.112.132,review9,,Review does not exist!
1187i,2020-04-02 06:09:10,device8,8d,203.0.115.126,review10,awesome,Review does not exist!
65i,2020-02-20 11:19:09,device17,17d,198.51.108.250,review1,bad,2
253i,2019-12-09 04:39:41,device12,12d,192.31.178.237,review4,good,3
1080i,2020-02-14 04:08:56,device8,8d,168.3.107.36,review4,good,3
1153i,2019-12-27 20:24:03,device3,3d,198.31.225.36,review3,good,3
283i,2020-04-07 14:09:42,device4,4d,169.13.54.145,review10,bad,2
10i,2019-12-30 06:35:38,device13,13d,192.0.9.49,review4,very bad,1
564i,2020-05-12 16:10:21,device16,16d,192.46.144.35,review2,bad,2
873i,2019-12-05 11:36:45,device12,12d,203.0.73.26,review2,great,5
226i,2020-02-01 17:24:28,device13,13d,198.47.49.112,review9,great,5
98i,2020-02-12 16:26:49,device20,20d,116.21.186.144,review6,awesome,Review does not exist!
127i,2020-04-24 11:51:23,device5,5d,203.11.195.210,review7,very good,4
624i,2020-01-20 18:51:16,device8,8d,192.172.1.137,review3,bad,2
1272i,2019-11-26 12:20:48,device18,18d,192.56.33.125,review7,very good,4
124i,2019-12-11 10:39:18,device9,9d,192.13.29.135,review5,awesome,Review does not exist!
397i,2019-12-01 22:11:27,device17,17d,169.227.160.87,review4,good,3
1247i,2019-12-20 16:42:44,device16,16d,169.243.199.113,review6,very bad,1
967i,2020-05-18 01:34:30,device16,16d,192.57.105.127,review10,good,3
97i,2020-04-27 14:36:10,device4,4d,203.1.158.104,review4,awful,Review does not exist!
898i,2020-03-06 03:53:37,device4,4d,198.189.230.166,review10,super,Review does not exist!
522i,2020-05-12 18:24:34,device20,20d,62.150.158.179,review5,great,5
771i,2020-03-11 22:37:30,device18,18d,117.239.93.96,review2,bad,2
303i,2019-12-03 06:19:19,device19,19d,192.175.2.118,review1,great,5
1237i,2020-03-20 11:50:14,device17,17d,192.88.109.197,review9,awful,Review does not exist!
623i,2020-03-02 23:32:18,device10,10d,192.88.96.100,review8,good,3
321i,2020-03-27 09:20:27,device12,12d,192.49.147.137,review7,awful,Review does not exist!
108i,2020-05-16 16:13:08,device11,11d,203.0.118.122,review7,awful,Review does not exist!
401i,2020-04-18 22:51:27,device9,9d,198.186.190.181,,great,5
628i,2020-02-27 15:38:14,device11,11d,192.52.249.196,review7,very bad,1
762i,2020-02-09 00:46:02,device10,10d,203.0.121.214,review8,super,Review does not exist!
318i,2020-06-08 01:51:43,device18,18d,192.52.195.11,review10,very good,4
1254i,2020-05-07 23:50:43,device4,4d,40.84.237.92,review6,bad,2
864i,2019-12-05 12:05:04,device11,11d,192.175.49.223,review4,,Review does not exist!
409i,2020-05-28 19:30:19,device6,6d,192.52.195.219,review2,very bad,1
1124i,2020-05-10 13:21:47,device13,13d,206.49.139.28,review8,great,5
347i,2020-04-27 02:56:17,device18,18d,192.89.37.179,review6,awful,Review does not exist!
1148i,2020-02-15 18:12:09,device15,15d,198.51.181.227,review10,awesome,Review does not exist!
1272i,2020-02-22 18:12:32,device8,8d,192.31.197.244,review6,awful,Review does not exist!
972i,2019-12-29 19:14:56,device1,1d,198.50.154.196,review4,super,Review does not exist!
353i,2020-06-08 16:57:16,device19,19d,100.26.98.12,review7,very good,4
568i,2020-01-18 17:16:24,device19,19d,3.44.109.39,review3,,Review does not exist!
795i,2020-02-07 23:02:58,device15,15d,117.126.89.13,,very bad,1
416i,2020-05-07 15:47:56,device14,14d,169.252.44.213,review1,awful,Review does not exist!
794i,2019-11-21 07:34:30,device7,7d,169.223.146.36,,bad,2
1049i,2020-03-18 08:38:28,device17,17d,192.88.103.229,,very bad,1
1295i,2019-12-27 08:58:51,device9,9d,192.31.202.208,review10,very good,4
250i,2020-02-14 22:20:10,device14,14d,192.90.169.94,review5,super,Review does not exist!
633i,2019-12-10 02:48:21,device4,4d,94.88.50.49,review3,good,3
676i,2020-01-11 13:16:33,device14,14d,192.27.148.113,review3,very bad,1
1223i,2019-11-15 20:23:33,device6,6d,192.31.12.178,review6,good,3
859i,2020-04-16 06:44:03,device14,14d,192.30.177.15,review5,awful,Review does not exist!
1115i,2019-11-21 04:02:37,device19,19d,203.9.2.199,review7,great,5
407i,2020-05-30 06:55:35,device2,2d,192.129.118.10,,awesome,Review does not exist!
1112i,2020-04-08 14:24:09,device11,11d,192.0.23.6,review4,good,3
152i,2020-02-17 12:46:38,device4,4d,203.85.145.63,review2,very bad,1
661i,2020-01-26 12:01:45,device17,17d,203.0.105.133,review10,awesome,Review does not exist!
528i,2019-12-19 13:27:55,device7,7d,192.30.53.230,review5,awesome,Review does not exist!
1201i,2020-05-11 14:51:13,device7,7d,192.88.114.93,review6,,Review does not exist!
224i,2019-12-10 01:49:44,device1,1d,192.175.49.55,review9,bad,2
909i,2020-05-13 00:27:55,device10,10d,198.42.226.17,review7,,Review does not exist!
260i,2020-02-29 14:08:51,device4,4d,192.31.194.191,review2,very good,4
1194i,2020-05-21 20:45:35,device6,6d,94.191.82.122,review10,,Review does not exist!
1151i,2020-04-30 01:25:46,device10,10d,192.52.192.218,review10,bad,2
77i,2020-04-10 16:50:46,device20,20d,192.162.56.193,review8,super,Review does not exist!
405i,2020-04-10 02:16:32,device10,10d,203.3.19.223,review6,bad,2
635i,2020-05-23 06:34:01,device19,19d,198.50.95.245,,,Review does not exist!
759i,2019-12-16 07:03:32,device17,17d,198.51.99.247,review3,very good,4
2i,2020-04-07 23:18:08,device4,4d,203.7.39.25,review4,very bad,1
624i,2020-05-19 13:30:39,device12,12d,192.90.93.247,review3,awesome,Review does not exist!
745i,2020-04-22 17:23:42,device12,12d,192.21.26.217,review7,very good,4
321i,2020-01-31 08:24:23,device12,12d,192.175.201.3,review2,bad,2
1246i,2020-02-17 23:29:42,device20,20d,169.197.106.23,,awful,Review does not exist!
951i,2020-04-02 07:16:29,device1,1d,192.88.114.255,review7,great,5
957i,2020-03-17 04:00:30,device20,20d,192.117.109.118,review8,super,Review does not exist!
775i,2020-02-24 18:33:02,device13,13d,169.235.252.236,review8,very bad,1
588i,2020-04-17 07:25:08,device3,3d,192.34.53.128,review2,awful,Review does not exist!
805i,2020-04-12 14:01:33,device11,11d,202.109.44.144,review8,,Review does not exist!
629i,2020-01-01 17:39:31,device6,6d,198.51.83.0,review9,good,3
683i,2020-04-22 04:05:01,device4,4d,198.30.35.129,review8,bad,2
444i,2020-03-18 04:19:42,device17,17d,198.16.223.217,review6,super,Review does not exist!
991i,2020-04-16 22:33:16,device7,7d,203.0.110.42,review2,good,3
139i,2020-05-12 09:12:02,device11,11d,97.180.230.193,review8,awful,Review does not exist!
239i,2020-02-07 11:00:44,device5,5d,192.11.213.131,review7,awful,Review does not exist!
1146i,2020-02-08 01:04:36,device17,17d,203.247.140.170,review8,very bad,1
460i,2020-05-27 05:29:25,device18,18d,203.250.63.179,review7,awful,Review does not exist!
1082i,2020-04-05 02:37:03,device8,8d,192.88.98.63,review9,great,5
392i,2020-01-31 19:27:16,device1,1d,219.120.237.135,review10,awful,Review does not exist!
376i,2020-04-22 08:32:09,device10,10d,196.179.135.35,review3,super,Review does not exist!
702i,2020-04-15 02:44:50,device7,7d,192.174.79.185,review6,great,5
1116i,2019-11-17 17:07:30,device9,9d,198.51.99.11,,,Review does not exist!
1067i,2019-11-30 14:03:45,device1,1d,192.72.119.198,review4,awesome,Review does not exist!
708i,2020-03-11 20:28:38,device6,6d,197.133.211.133,review1,very good,4
1061i,2019-12-15 21:34:34,device6,6d,198.51.99.215,review5,bad,2
443i,2020-03-28 09:38:43,device5,5d,192.12.171.77,review9,awesome,Review does not exist!
1286i,2020-01-04 04:47:48,device14,14d,199.34.55.132,review9,very good,4
687i,2020-01-18 14:41:56,device18,18d,192.31.143.158,review5,super,Review does not exist!
874i,2020-01-12 23:47:51,device5,5d,169.248.109.35,review6,bad,2
150i,2019-12-06 14:03:36,device12,12d,198.40.139.239,review2,awesome,Review does not exist!
1299i,2020-02-15 02:41:55,device7,7d,203.7.255.140,review8,,Review does not exist!
590i,2020-01-18 13:21:41,device10,10d,192.0.9.89,review2,,Review does not exist!
691i,2020-05-28 00:09:14,device11,11d,202.92.13.217,,super,Review does not exist!
816i,2020-05-22 19:00:40,device6,6d,15.239.59.141,review6,,Review does not exist!
1292i,2020-05-09 04:53:08,device6,6d,192.52.132.30,review10,awesome,Review does not exist!
1068i,2020-04-10 11:31:11,device17,17d,203.61.181.235,review1,great,5
437i,2020-05-24 07:14:47,device13,13d,192.181.49.3,review1,very good,4
1121i,2020-03-30 08:18:07,device6,6d,192.175.58.220,review9,,Review does not exist!
950i,2020-01-15 08:01:31,device18,18d,192.146.221.112,review7,awful,Review does not exist!
1003i,2020-05-07 08:27:36,device20,20d,192.31.173.127,review1,good,3
221i,2020-05-23 21:49:32,device6,6d,203.60.144.175,review6,super,Review does not exist!
75i,2020-04-05 08:19:39,device13,13d,192.79.38.156,review6,,Review does not exist!
405i,2019-11-16 10:48:36,device19,19d,198.90.70.15,review2,super,Review does not exist!
312i,2020-03-03 22:34:26,device7,7d,192.89.205.206,review1,good,3
182i,2020-03-23 22:57:34,device16,16d,1.14.108.41,review4,awesome,Review does not exist!
624i,2019-12-26 12:19:55,device5,5d,192.88.96.59,review7,great,5
476i,2020-02-06 22:26:48,device18,18d,192.31.195.233,review10,awesome,Review does not exist!
1271i,2020-02-25 10:07:50,device19,19d,192.174.183.31,review1,great,5
158i,2019-11-25 17:45:22,device16,16d,169.255.199.195,review10,bad,2
1222i,2019-12-05 05:40:59,device10,10d,192.0.76.131,review4,,Review does not exist!
276i,2020-03-15 21:50:44,device8,8d,198.51.22.223,review6,,Review does not exist!
1234i,2020-05-09 15:32:58,device14,14d,192.175.55.122,review3,very good,4
189i,2020-01-19 18:55:41,device9,9d,169.193.205.226,review4,very good,4
503i,2020-02-02 20:37:08,device4,4d,198.51.103.29,,bad,2
464i,2020-06-05 03:17:00,device15,15d,198.17.237.104,review3,great,5
604i,2020-02-08 04:43:57,device2,2d,192.31.155.46,review3,very bad,1
187i,2020-05-26 13:35:56,device10,10d,100.188.19.113,review8,very good,4
1116i,2019-11-13 06:24:47,device7,7d,192.127.105.242,review7,,Review does not exist!
87i,2020-06-07 01:00:18,device5,5d,203.64.193.105,review8,awesome,Review does not exist!
350i,2020-02-28 00:22:11,device15,15d,188.161.29.212,review7,awesome,Review does not exist!
1271i,2020-04-09 08:13:20,device20,20d,170.11.220.197,review4,awful,Review does not exist!
1209i,2020-03-17 06:58:47,device10,10d,192.88.98.105,review3,,Review does not exist!
1076i,2020-03-21 17:43:04,device6,6d,170.237.255.61,review4,,Review does not exist!
766i,2019-12-11 09:32:44,device4,4d,98.65.214.59,review6,bad,2
293i,2019-12-03 16:26:27,device16,16d,10.240.216.227,review4,great,5
384i,2020-01-02 21:28:06,device6,6d,198.20.44.182,review8,awesome,Review does not exist!
1039i,2020-05-24 13:28:22,device11,11d,192.52.192.135,review6,very bad,1
205i,2020-03-15 18:02:38,device16,16d,192.88.97.137,review9,awesome,Review does not exist!
151i,2019-12-26 13:39:37,device18,18d,198.49.88.135,,very good,4
770i,2019-12-30 22:04:42,device20,20d,156.67.112.10,review9,very bad,1
567i,2020-01-06 16:28:17,device17,17d,192.52.197.176,review7,awful,Review does not exist!
394i,2020-04-14 20:20:47,device8,8d,192.88.112.255,review1,awful,Review does not exist!
485i,2019-11-21 06:20:42,device6,6d,203.30.63.238,review4,,Review does not exist!
808i,2020-02-24 22:41:51,device7,7d,192.60.220.145,review9,very bad,1
361i,2020-04-14 23:16:57,device17,17d,155.170.201.124,review7,awesome,Review does not exist!
777i,2020-01-25 03:32:57,device14,14d,169.253.235.104,review4,,Review does not exist!
532i,2020-02-06 00:58:55,device20,20d,192.12.249.151,review4,bad,2
130i,2020-03-02 04:00:31,device2,2d,192.95.78.82,review2,great,5
1058i,2020-03-27 05:36:02,device8,8d,192.175.110.125,review5,good,3
616i,2020-01-27 14:22:21,device16,16d,192.34.100.105,review3,,Review does not exist!
544i,2019-12-27 11:09:44,device17,17d,192.175.13.165,review3,bad,2
1033i,2020-02-24 07:53:08,device19,19d,192.120.194.193,review1,very bad,1
78i,2019-12-28 11:03:10,device12,12d,114.118.30.75,review9,great,5
970i,2020-06-04 13:37:30,device2,2d,198.62.14.213,review6,bad,2
204i,2019-12-16 22:08:52,device3,3d,203.169.132.35,review6,very bad,1
398i,2020-04-05 22:56:02,device12,12d,202.245.169.135,review5,,Review does not exist!
1290i,2020-02-18 23:01:33,device13,13d,114.148.51.166,review9,,Review does not exist!
218i,2020-04-26 21:15:22,device9,9d,104.129.12.39,review4,great,5
1275i,2019-12-14 12:18:44,device18,18d,198.33.51.211,,,Review does not exist!
1133i,2020-03-01 12:36:06,device3,3d,198.29.128.56,review5,super,Review does not exist!
441i,2020-01-05 20:31:20,device13,13d,192.169.85.76,review2,very good,4
1176i,2020-04-24 01:24:18,device2,2d,166.247.184.2,,super,Review does not exist!
603i,2020-05-10 06:02:38,device14,14d,199.113.130.203,,bad,2
723i,2019-12-12 00:18:25,device7,7d,192.212.46.49,review4,awesome,Review does not exist!
86i,2020-04-03 00:20:52,device6,6d,192.1.2.182,,awesome,Review does not exist!
556i,2020-03-19 04:53:04,device9,9d,198.51.69.179,review9,,Review does not exist!
814i,2020-01-15 03:11:33,device13,13d,192.47.141.72,review3,very bad,1
735i,2019-11-22 14:23:13,device7,7d,203.38.40.164,review4,,Review does not exist!
785i,2020-03-11 21:53:08,device11,11d,192.2.113.175,review6,great,5
276i,2020-03-15 03:05:24,device2,2d,192.175.0.138,review5,good,3
838i,2019-12-22 11:41:02,device20,20d,192.175.40.32,review4,good,3
1265i,2020-01-11 06:56:50,device4,4d,192.91.247.141,,awful,Review does not exist!
423i,2019-11-29 01:34:46,device6,6d,101.125.215.90,review5,,Review does not exist!
909i,2020-01-30 04:39:08,device4,4d,100.194.53.232,review10,great,5
33i,2020-03-06 10:49:04,device4,4d,192.52.195.215,,great,5
869i,2020-02-03 07:42:41,device10,10d,198.50.0.133,review9,,Review does not exist!
1203i,2019-12-28 12:12:19,device18,18d,192.174.197.149,,great,5
901i,2020-03-16 05:49:23,device3,3d,58.63.185.89,review8,very good,4
1262i,2020-05-13 21:49:57,device20,20d,203.7.18.173,review2,awesome,Review does not exist!
172i,2019-12-12 03:10:14,device11,11d,169.229.90.35,review1,bad,2
539i,2020-04-30 10:22:11,device17,17d,192.148.253.252,review8,awesome,Review does not exist!
402i,2020-03-17 08:38:07,device17,17d,203.92.27.18,review10,very bad,1
312i,2019-12-04 03:56:29,device11,11d,192.88.65.61,review7,awful,Review does not exist!
887i,2020-02-05 22:42:01,device6,6d,203.2.222.180,review10,very good,4
646i,2020-02-29 08:53:31,device20,20d,192.0.3.201,,good,3
1299i,2020-04-18 03:08:59,device2,2d,173.225.31.155,review7,super,Review does not exist!
1149i,2020-02-21 19:03:29,device13,13d,198.50.98.170,review8,,Review does not exist!
202i,2020-01-15 23:02:35,device11,11d,198.50.169.43,review1,bad,2
1242i,2020-05-04 04:21:38,device1,1d,198.49.197.96,review6,great,5
356i,2020-04-30 20:33:19,device19,19d,192.89.150.220,review9,good,3
1220i,2020-04-26 01:03:07,device15,15d,181.78.188.187,review2,awesome,Review does not exist!
622i,2020-03-25 01:20:15,device7,7d,192.88.96.111,review10,awful,Review does not exist!
265i,2020-02-02 20:55:34,device7,7d,192.52.245.9,review9,awesome,Review does not exist!
809i,2020-01-17 00:54:13,device6,6d,192.175.230.50,review9,,Review does not exist!
552i,2020-06-03 08:00:34,device16,16d,198.51.121.228,review7,good,3
535i,2019-11-16 00:20:36,device2,2d,192.88.101.69,,great,5
